,IL,R1,dEC50,EC50_WT,EC50_Mut,Amp
196,6.000000000000003e-12,4.536577288762978,0.043611829272418134,4.4470527244219974e-11,4.022170248124634e-11,0.7445326186611155
197,6.000000000000003e-12,4.7365772887629785,0.09825364201646103,6.465192169258288e-11,5.1561767497928194e-11,1.0927120228858327
198,6.000000000000003e-12,4.936577288762978,0.007767327199283969,7.287422932384326e-11,7.158246469496551e-11,1.6025665999537706
199,6.000000000000003e-12,5.136577288762978,0.023819924473118093,1.3260546881206328e-10,1.2552826054154952e-10,2.348318276925575
200,1.1971573889813304e-11,1.136577288762978,1.0343679979251164,1.1143985892642536e-11,1.0296095347263934e-12,0.002155183718893875
201,1.1971573889813304e-11,1.3587995109852002,1.027373366272533,1.1160096139618827e-11,1.0478390265271167e-12,0.003301304666560015
202,1.1971573889813304e-11,1.5810217332074223,1.0281935827628548,1.1184704199224239e-11,1.0481680561955303e-12,0.005057028291559282
203,1.1971573889813304e-11,1.8032439554296444,0.9975035805854837,1.1222234795664428e-11,1.1286928407535394e-12,0.007746723037519006
204,1.1971573889813304e-11,2.0254661776518668,0.997055735101581,1.1279346942744763e-11,1.1356074167429536e-12,0.011867519246443935
205,1.1971573889813304e-11,2.247688399874089,0.9339436116165398,1.1365955290081213e-11,1.3233122466826213e-12,0.018181544573175685
206,1.1971573889813304e-11,2.469910622096311,0.9380714568733364,1.1496586592875451e-11,1.325859357015885e-12,0.02785762893968628
207,1.1971573889813304e-11,2.6921328443185333,0.8219820105608076,1.1692008713250202e-11,1.7615992623612522e-12,0.04268928483030321
208,1.1971573889813304e-11,2.9143550665407556,0.8305145101949449,1.1980698473946066e-11,1.7699770203210476e-12,0.06543034062733276
209,1.1971573889813304e-11,3.136577288762978,0.5943895561535903,1.2398987292970536e-11,3.1549803505013213e-12,0.10031193870993255
210,1.1971573889813304e-11,3.336577288762978,0.4884946477998291,1.2919691512670178e-11,4.195246620352806e-12,0.1473959105798615
211,1.1971573889813304e-11,3.536577288762978,0.4490938641641886,1.592339078979091e-11,5.661632680472811e-12,0.21663785665002847
212,1.1971573889813304e-11,3.736577288762978,0.4900168128368776,1.781809351187278e-11,5.765598831144645e-12,0.3184771750784493
213,1.1971573889813304e-11,3.9365772887629777,0.20192810278826023,2.0583695096452043e-11,1.2929902121577398e-11,0.46822828448242565
214,1.1971573889813304e-11,4.136577288762978,0.12086853632608197,2.545529341166886e-11,1.9271236048008708e-11,0.6882965901753613
215,1.1971573889813304e-11,4.336577288762978,0.13533797076666687,3.397314152411684e-11,2.4876984612040266e-11,1.0114061574949658
