Dataset type,RNA dataset num.,Prot. count dataset num.,Cell,Gene,Log2 TPM,Log10 Prot. count
Cancer,2.0,,ACH-000086,IL1R1_HUMAN,3.857980995127572,
Cancer,2.0,,ACH-000149,IL1R1_HUMAN,3.351910961103077,
Cancer,2.0,,ACH-000142,IL1R1_HUMAN,2.666756591884804,
Cancer,2.0,,ACH-000227,IL1R1_HUMAN,0.0840642647884745,
Cancer,2.0,,ACH-000697,IL1R1_HUMAN,0.0565835283663675,
Cancer,2.0,,ACH-000942,IL1R1_HUMAN,0.0285691521967709,
Cancer,2.0,,ACH-000264,IL1R1_HUMAN,0.5558161550616396,
Cancer,2.0,,ACH-000809,IL1R1_HUMAN,0.6415460290875237,
Cancer,2.0,,ACH-000100,IL1R1_HUMAN,0.7398481026993274,
Cancer,2.0,,ACH-000060,IL1R1_HUMAN,0.5753123306874368,
Cancer,2.0,,ACH-000001,IL1R1_HUMAN,6.147306698780294,
Cancer,2.0,,ACH-000957,IL1R1_HUMAN,0.137503523749935,
Cancer,2.0,,ACH-000650,IL1R1_HUMAN,0.0976107966264223,
Cancer,2.0,,ACH-001096,IL1R1_HUMAN,0.0426443374084937,
Cancer,2.0,,ACH-000239,IL1R1_HUMAN,0.3334237337251918,
Cancer,2.0,,ACH-000762,IL1R1_HUMAN,2.761285273361619,
Cancer,2.0,,ACH-000922,IL1R1_HUMAN,0.0565835283663675,
Cancer,2.0,,ACH-000859,IL1R1_HUMAN,4.54101915313356,
Cancer,2.0,,ACH-000990,IL1R1_HUMAN,3.0942360698457656,
Cancer,2.0,,ACH-000410,IL1R1_HUMAN,2.689299160535892,
Cancer,2.0,,ACH-000927,IL1R1_HUMAN,2.9708536543404835,
Cancer,2.0,,ACH-001853,IL1R1_HUMAN,0.0976107966264223,
Cancer,2.0,,ACH-000694,IL1R1_HUMAN,1.7782085763980875,
Cancer,2.0,,ACH-000935,IL1R1_HUMAN,4.369466483650723,
Cancer,2.0,,ACH-000918,IL1R1_HUMAN,0.4956951626240688,
Cancer,2.0,,ACH-000761,IL1R1_HUMAN,2.073820233291672,
Cancer,2.0,,ACH-001563,IL1R1_HUMAN,1.298658315564515,
Cancer,2.0,,ACH-000974,IL1R1_HUMAN,0.8875252707415875,
Cancer,2.0,,ACH-000297,IL1R1_HUMAN,0.0976107966264223,
Cancer,2.0,,ACH-001719,IL1R1_HUMAN,3.96254902292306,
Cancer,2.0,,ACH-000243,IL1R1_HUMAN,0.3785116232537298,
Cancer,2.0,,ACH-001418,IL1R1_HUMAN,1.1634987322828796,
Cancer,2.0,,ACH-000362,IL1R1_HUMAN,0.0426443374084937,
Cancer,2.0,,ACH-000843,IL1R1_HUMAN,0.2016338611696504,
Cancer,2.0,,ACH-000840,IL1R1_HUMAN,2.568032104771279,
Cancer,2.0,,ACH-001852,IL1R1_HUMAN,0.8399595874895318,
Cancer,2.0,,ACH-001528,IL1R1_HUMAN,2.4168397419128294,
Cancer,2.0,,ACH-001656,IL1R1_HUMAN,1.5210507369009632,
Cancer,2.0,,ACH-000016,IL1R1_HUMAN,5.257387842692652,
Cancer,2.0,,ACH-000165,IL1R1_HUMAN,4.500802053057158,
Cancer,2.0,,ACH-001460,IL1R1_HUMAN,0.1243281350022017,
Cancer,2.0,,ACH-000592,IL1R1_HUMAN,2.4802651220544627,
Cancer,2.0,,ACH-001192,IL1R1_HUMAN,0.1634987322828795,
Cancer,2.0,,ACH-000045,IL1R1_HUMAN,0.0285691521967709,
Cancer,2.0,,ACH-000741,IL1R1_HUMAN,1.495695162624069,
Cancer,2.0,,ACH-000912,IL1R1_HUMAN,0.0840642647884745,
Cancer,2.0,,ACH-000529,IL1R1_HUMAN,5.482525640767917,
Cancer,2.0,,ACH-000508,IL1R1_HUMAN,0.0565835283663675,
Cancer,2.0,,ACH-000577,IL1R1_HUMAN,5.316869805064333,
Cancer,2.0,,ACH-000768,IL1R1_HUMAN,2.596935142387232,
Cancer,2.0,,ACH-000636,IL1R1_HUMAN,0.2016338611696504,
Cancer,2.0,,ACH-000667,IL1R1_HUMAN,1.992768430768924,
Cancer,2.0,,ACH-000905,IL1R1_HUMAN,2.994579724215748,
Cancer,2.0,,ACH-001494,IL1R1_HUMAN,1.8875252707415875,
Cancer,2.0,,ACH-000387,IL1R1_HUMAN,1.726831217032493,
Cancer,2.0,,ACH-002510,IL1R1_HUMAN,1.097610796626422,
Cancer,2.0,,ACH-001303,IL1R1_HUMAN,0.3561438102252753,
Cancer,2.0,,ACH-000026,IL1R1_HUMAN,2.1473066987802936,
Cancer,2.0,,ACH-000838,IL1R1_HUMAN,0.1110313123887439,
Cancer,2.0,,ACH-001172,IL1R1_HUMAN,4.028569152196771,
Cancer,2.0,,ACH-000822,IL1R1_HUMAN,2.454175893185802,
Cancer,2.0,,ACH-000531,IL1R1_HUMAN,3.9717734471933728,
Cancer,2.0,,ACH-000349,IL1R1_HUMAN,6.557348817524803,
Cancer,2.0,,ACH-000527,IL1R1_HUMAN,1.6599245584023783,
Cancer,2.0,,ACH-000279,IL1R1_HUMAN,0.1110313123887439,
Cancer,2.0,,ACH-000516,IL1R1_HUMAN,2.9392265777282085,
Cancer,2.0,,ACH-000812,IL1R1_HUMAN,3.3978029618624896,
Cancer,2.0,,ACH-001300,IL1R1_HUMAN,0.1634987322828795,
Cancer,2.0,,ACH-000524,IL1R1_HUMAN,5.836176624809224,
Cancer,2.0,,ACH-000611,IL1R1_HUMAN,0.1634987322828795,
Cancer,2.0,,ACH-000411,IL1R1_HUMAN,2.2078928516413328,
Cancer,2.0,,ACH-000718,IL1R1_HUMAN,2.2448870591235344,
Cancer,2.0,,ACH-000903,IL1R1_HUMAN,3.6915341649192,
Cancer,2.0,,ACH-002021,IL1R1_HUMAN,3.5046203924035524,
Cancer,2.0,,ACH-000433,IL1R1_HUMAN,2.572889668420581,
Cancer,2.0,,ACH-000499,IL1R1_HUMAN,0.0565835283663675,
Cancer,2.0,,ACH-000278,IL1R1_HUMAN,1.8718436485093173,
Cancer,2.0,,ACH-000202,IL1R1_HUMAN,0.2141248053528473,
Cancer,2.0,,ACH-001736,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-001379,IL1R1_HUMAN,1.4750848829487828,
Cancer,2.0,,ACH-000128,IL1R1_HUMAN,1.6599245584023783,
Cancer,2.0,,ACH-000696,IL1R1_HUMAN,1.4750848829487828,
Cancer,2.0,,ACH-000041,IL1R1_HUMAN,0.2141248053528473,
Cancer,2.0,,ACH-000214,IL1R1_HUMAN,4.630521963471638,
Cancer,2.0,,ACH-000747,IL1R1_HUMAN,1.8914191868460783,
Cancer,2.0,,ACH-001307,IL1R1_HUMAN,0.6507645591169022,
Cancer,2.0,,ACH-000341,IL1R1_HUMAN,0.070389327891398,
Cancer,2.0,,ACH-001740,IL1R1_HUMAN,0.2986583155645151,
Cancer,2.0,,ACH-000417,IL1R1_HUMAN,1.765534746362977,
Cancer,2.0,,ACH-000120,IL1R1_HUMAN,1.9297909977185967,
Cancer,2.0,,ACH-001694,IL1R1_HUMAN,2.575312330687437,
Cancer,2.0,,ACH-001542,IL1R1_HUMAN,1.1763227726404628,
Cancer,2.0,,ACH-002509,IL1R1_HUMAN,3.3798981635246923,
Cancer,2.0,,ACH-000438,IL1R1_HUMAN,0.9107326619029126,
Cancer,2.0,,ACH-001366,IL1R1_HUMAN,0.0976107966264223,
Cancer,2.0,,ACH-000653,IL1R1_HUMAN,0.1243281350022017,
Cancer,2.0,,ACH-000839,IL1R1_HUMAN,2.070389327891398,
Cancer,2.0,,ACH-000673,IL1R1_HUMAN,6.215290305651234,
Cancer,2.0,,ACH-001524,IL1R1_HUMAN,5.853496703702325,
Cancer,2.0,,ACH-000069,IL1R1_HUMAN,0.1763227726404629,
Cancer,2.0,,ACH-000323,IL1R1_HUMAN,6.282254452010578,
Cancer,2.0,,ACH-000021,IL1R1_HUMAN,1.9745293124838816,
Cancer,2.0,,ACH-001863,IL1R1_HUMAN,0.4750848829487828,
Cancer,2.0,,ACH-000980,IL1R1_HUMAN,0.1890338243900171,
Cancer,2.0,,ACH-000106,IL1R1_HUMAN,2.541019153133559,
Cancer,2.0,,ACH-000734,IL1R1_HUMAN,3.277984747299765,
Cancer,2.0,,ACH-000845,IL1R1_HUMAN,2.3950627995175777,
Cancer,2.0,,ACH-001982,IL1R1_HUMAN,2.646162657157894,
Cancer,2.0,,ACH-000730,IL1R1_HUMAN,0.2016338611696504,
Cancer,2.0,,ACH-001334,IL1R1_HUMAN,2.513490745588118,
Cancer,2.0,,ACH-000698,IL1R1_HUMAN,2.408711861029429,
Cancer,2.0,,ACH-000802,IL1R1_HUMAN,2.469885976274464,
Cancer,2.0,,ACH-001836,IL1R1_HUMAN,2.786596361890807,
Cancer,2.0,,ACH-000573,IL1R1_HUMAN,3.2448870591235344,
Cancer,2.0,,ACH-001699,IL1R1_HUMAN,6.209843230525496,
Cancer,2.0,,ACH-000963,IL1R1_HUMAN,0.0285691521967709,
Cancer,2.0,,ACH-001567,IL1R1_HUMAN,0.4956951626240688,
Cancer,2.0,,ACH-001653,IL1R1_HUMAN,0.5360529002402097,
Cancer,2.0,,ACH-000852,IL1R1_HUMAN,2.364572432295856,
Cancer,2.0,,ACH-001862,IL1R1_HUMAN,0.0426443374084937,
Cancer,2.0,,ACH-000661,IL1R1_HUMAN,1.933572638261024,
Cancer,2.0,,ACH-001500,IL1R1_HUMAN,1.6599245584023783,
Cancer,2.0,,ACH-001190,IL1R1_HUMAN,1.7311832415722,
Cancer,2.0,,ACH-002467,IL1R1_HUMAN,1.5008020530571575,
Cancer,2.0,,ACH-000448,IL1R1_HUMAN,2.358958825832329,
Cancer,2.0,,ACH-000932,IL1R1_HUMAN,0.411426245726465,
Cancer,2.0,,ACH-000783,IL1R1_HUMAN,3.912649864897204,
Cancer,2.0,,ACH-002044,IL1R1_HUMAN,0.7739963251111731,
Cancer,2.0,,ACH-000301,IL1R1_HUMAN,0.5160151470036647,
Cancer,2.0,,ACH-002459,IL1R1_HUMAN,2.752748591407134,
Cancer,2.0,,ACH-000976,IL1R1_HUMAN,0.8155754288625725,
Cancer,2.0,,ACH-001516,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-001354,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-001645,IL1R1_HUMAN,1.372952097911829,
Cancer,2.0,,ACH-000867,IL1R1_HUMAN,0.963474123974886,
Cancer,2.0,,ACH-000304,IL1R1_HUMAN,3.089159131911238,
Cancer,2.0,,ACH-002069,IL1R1_HUMAN,4.478971805032942,
Cancer,2.0,,ACH-000931,IL1R1_HUMAN,0.2750070474998698,
Cancer,2.0,,ACH-001374,IL1R1_HUMAN,0.070389327891398,
Cancer,2.0,,ACH-000302,IL1R1_HUMAN,4.4269356196483365,
Cancer,2.0,,ACH-000305,IL1R1_HUMAN,3.0143552929770703,
Cancer,2.0,,ACH-000072,IL1R1_HUMAN,1.298658315564515,
Cancer,2.0,,ACH-000766,IL1R1_HUMAN,3.584962500721156,
Cancer,2.0,,ACH-000533,IL1R1_HUMAN,3.710393192170516,
Cancer,2.0,,ACH-000343,IL1R1_HUMAN,1.752748591407134,
Cancer,2.0,,ACH-000171,IL1R1_HUMAN,2.7484612330040354,
Cancer,2.0,,ACH-000173,IL1R1_HUMAN,5.186659017202113,
Cancer,2.0,,ACH-000535,IL1R1_HUMAN,2.277984747299765,
Cancer,2.0,,ACH-000774,IL1R1_HUMAN,2.114367024952,
Cancer,2.0,,ACH-000178,IL1R1_HUMAN,0.5160151470036647,
Cancer,2.0,,ACH-001306,IL1R1_HUMAN,3.1176950426697547,
Cancer,2.0,,ACH-000994,IL1R1_HUMAN,1.761285273361619,
Cancer,2.0,,ACH-001188,IL1R1_HUMAN,0.0,
Cancer,2.0,,ACH-000372,IL1R1_HUMAN,0.2750070474998698,
Cancer,2.0,,ACH-000804,IL1R1_HUMAN,0.0565835283663675,
Cancer,2.0,,ACH-000011,IL1R1_HUMAN,2.992768430768924,
Cancer,2.0,,ACH-000733,IL1R1_HUMAN,1.9745293124838816,
Cancer,2.0,,ACH-001603,IL1R1_HUMAN,0.0840642647884745,
Cancer,2.0,,ACH-000829,IL1R1_HUMAN,0.0285691521967709,
Cancer,2.0,,ACH-000141,IL1R1_HUMAN,0.7570232465074596,
Cancer,2.0,,ACH-000810,IL1R1_HUMAN,0.0565835283663675,
Cancer,2.0,,ACH-001145,IL1R1_HUMAN,2.657640005207824,
Cancer,2.0,,ACH-000717,IL1R1_HUMAN,3.0,
Cancer,2.0,,ACH-000738,IL1R1_HUMAN,1.3950627995175775,
Cancer,2.0,,ACH-001843,IL1R1_HUMAN,4.570462931026041,
Cancer,2.0,,ACH-000780,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-001548,IL1R1_HUMAN,0.0840642647884745,
Cancer,2.0,,ACH-000759,IL1R1_HUMAN,2.353323291162897,
Cancer,2.0,,ACH-001555,IL1R1_HUMAN,1.0772429989324606,
Cancer,2.0,,ACH-001369,IL1R1_HUMAN,1.9068905956085185,
Cancer,2.0,,ACH-000969,IL1R1_HUMAN,0.2868811477881615,
Cancer,2.0,,ACH-000873,IL1R1_HUMAN,0.5753123306874368,
Cancer,2.0,,ACH-001275,IL1R1_HUMAN,4.604664415163704,
Cancer,2.0,,ACH-000921,IL1R1_HUMAN,2.803227036434928,
Cancer,2.0,,ACH-001373,IL1R1_HUMAN,4.643278996311979,
Cancer,2.0,,ACH-002800,IL1R1_HUMAN,5.616475328782878,
Cancer,2.0,,ACH-001022,IL1R1_HUMAN,0.1634987322828795,
Cancer,2.0,,ACH-000082,IL1R1_HUMAN,5.997969782267101,
Cancer,2.0,,ACH-000488,IL1R1_HUMAN,1.15704371014558,
Cancer,2.0,,ACH-000790,IL1R1_HUMAN,0.1763227726404629,
Cancer,2.0,,ACH-000172,IL1R1_HUMAN,0.2868811477881615,
Cancer,2.0,,ACH-000647,IL1R1_HUMAN,3.565597175854225,
Cancer,2.0,,ACH-000602,IL1R1_HUMAN,0.0565835283663675,
Cancer,2.0,,ACH-000156,IL1R1_HUMAN,0.1110313123887439,
Cancer,2.0,,ACH-002001,IL1R1_HUMAN,0.4646682670034443,
Cancer,2.0,,ACH-000315,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-002446,IL1R1_HUMAN,3.377123749129487,
Cancer,2.0,,ACH-000201,IL1R1_HUMAN,7.33404976759958,
Cancer,2.0,,ACH-000435,IL1R1_HUMAN,1.6644828403646823,
Cancer,2.0,,ACH-000965,IL1R1_HUMAN,2.104336659814736,
Cancer,2.0,,ACH-001550,IL1R1_HUMAN,2.570462931026041,
Cancer,2.0,,ACH-002026,IL1R1_HUMAN,0.8718436485093178,
Cancer,2.0,,ACH-000883,IL1R1_HUMAN,3.997292407636508,
Cancer,2.0,,ACH-000482,IL1R1_HUMAN,5.482848283068465,
Cancer,2.0,,ACH-000450,IL1R1_HUMAN,0.4854268271702416,
Cancer,2.0,,ACH-000835,IL1R1_HUMAN,2.541019153133559,
Cancer,2.0,,ACH-001802,IL1R1_HUMAN,2.2078928516413328,
Cancer,2.0,,ACH-000629,IL1R1_HUMAN,0.0426443374084937,
Cancer,2.0,,ACH-000715,IL1R1_HUMAN,2.097610796626422,
Cancer,2.0,,ACH-000870,IL1R1_HUMAN,0.2868811477881615,
Cancer,2.0,,ACH-000874,IL1R1_HUMAN,0.0976107966264223,
Cancer,2.0,,ACH-000910,IL1R1_HUMAN,7.535042037799222,
Cancer,2.0,,ACH-000779,IL1R1_HUMAN,2.5160151470036647,
Cancer,2.0,,ACH-000140,IL1R1_HUMAN,0.1243281350022017,
Cancer,2.0,,ACH-001196,IL1R1_HUMAN,0.1243281350022017,
Cancer,2.0,,ACH-001484,IL1R1_HUMAN,2.19534759832222,
Cancer,2.0,,ACH-000693,IL1R1_HUMAN,0.1243281350022017,
Cancer,2.0,,ACH-000811,IL1R1_HUMAN,5.2761244052742375,
Cancer,2.0,,ACH-000101,IL1R1_HUMAN,0.070389327891398,
Cancer,2.0,,ACH-000423,IL1R1_HUMAN,1.655351828612554,
Cancer,2.0,,ACH-000290,IL1R1_HUMAN,0.0426443374084937,
Cancer,2.0,,ACH-000492,IL1R1_HUMAN,0.0426443374084937,
Cancer,2.0,,ACH-001519,IL1R1_HUMAN,0.5849625007211562,
Cancer,2.0,,ACH-000110,IL1R1_HUMAN,2.927896453728821,
Cancer,2.0,,ACH-001497,IL1R1_HUMAN,0.7398481026993274,
Cancer,2.0,,ACH-000102,IL1R1_HUMAN,4.392317422778761,
Cancer,2.0,,ACH-000817,IL1R1_HUMAN,0.0285691521967709,
Cancer,2.0,,ACH-001556,IL1R1_HUMAN,0.2509615735332188,
Cancer,2.0,,ACH-000964,IL1R1_HUMAN,0.0565835283663675,
Cancer,2.0,,ACH-000378,IL1R1_HUMAN,3.326249700837456,
Cancer,2.0,,ACH-000913,IL1R1_HUMAN,3.5570424152637194,
Cancer,2.0,,ACH-000575,IL1R1_HUMAN,2.853995647176393,
Cancer,2.0,,ACH-000634,IL1R1_HUMAN,3.9001422603598166,
Cancer,2.0,,ACH-001322,IL1R1_HUMAN,0.5260688116675876,
Cancer,2.0,,ACH-000767,IL1R1_HUMAN,0.3103401206121505,
Cancer,2.0,,ACH-001642,IL1R1_HUMAN,4.7713574089905615,
Cancer,2.0,,ACH-001552,IL1R1_HUMAN,4.482848283068465,
Cancer,2.0,,ACH-000451,IL1R1_HUMAN,3.523561956057013,
Cancer,2.0,,ACH-000879,IL1R1_HUMAN,2.956056652412403,
Cancer,2.0,,ACH-001842,IL1R1_HUMAN,3.320484678017693,
Cancer,2.0,,ACH-001032,IL1R1_HUMAN,0.0976107966264223,
Cancer,2.0,,ACH-000982,IL1R1_HUMAN,0.5260688116675876,
Cancer,2.0,,ACH-001636,IL1R1_HUMAN,0.0,
Cancer,2.0,,ACH-000189,IL1R1_HUMAN,0.8639384504239714,
Cancer,2.0,,ACH-000454,IL1R1_HUMAN,0.3448284969974411,
Cancer,2.0,,ACH-000131,IL1R1_HUMAN,3.949534933017012,
Cancer,2.0,,ACH-000660,IL1R1_HUMAN,0.2141248053528473,
Cancer,2.0,,ACH-001197,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-000915,IL1R1_HUMAN,0.84799690655495,
Cancer,2.0,,ACH-000480,IL1R1_HUMAN,3.2957230245399685,
Cancer,2.0,,ACH-000745,IL1R1_HUMAN,0.0426443374084937,
Cancer,2.0,,ACH-000161,IL1R1_HUMAN,2.5185351389821804,
Cancer,2.0,,ACH-000395,IL1R1_HUMAN,1.726831217032493,
Cancer,2.0,,ACH-001459,IL1R1_HUMAN,0.0565835283663675,
Cancer,2.0,,ACH-000916,IL1R1_HUMAN,2.963474123974886,
Cancer,2.0,,ACH-001609,IL1R1_HUMAN,5.062208077560245,
Cancer,2.0,,ACH-001960,IL1R1_HUMAN,0.0,
Cancer,2.0,,ACH-001856,IL1R1_HUMAN,2.189033824390017,
Cancer,2.0,,ACH-000295,IL1R1_HUMAN,0.4222330006830478,
Cancer,2.0,,ACH-001485,IL1R1_HUMAN,3.0513721017210256,
Cancer,2.0,,ACH-000292,IL1R1_HUMAN,1.2203299548795556,
Cancer,2.0,,ACH-000137,IL1R1_HUMAN,4.412781525338476,
Cancer,2.0,,ACH-000308,IL1R1_HUMAN,2.2357270598380583,
Cancer,2.0,,ACH-000445,IL1R1_HUMAN,1.82781902461732,
Cancer,2.0,,ACH-001229,IL1R1_HUMAN,1.922197848396367,
Cancer,2.0,,ACH-000144,IL1R1_HUMAN,1.7048719644563528,
Cancer,2.0,,ACH-000837,IL1R1_HUMAN,1.7092906357233577,
Cancer,2.0,,ACH-000048,IL1R1_HUMAN,0.1243281350022017,
Cancer,2.0,,ACH-000463,IL1R1_HUMAN,2.6982184782244136,
Cancer,2.0,,ACH-000881,IL1R1_HUMAN,0.3561438102252753,
Cancer,2.0,,ACH-000388,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-001992,IL1R1_HUMAN,3.127633279725874,
Cancer,2.0,,ACH-000147,IL1R1_HUMAN,3.232660756790275,
Cancer,2.0,,ACH-000930,IL1R1_HUMAN,4.292045492492862,
Cancer,2.0,,ACH-000899,IL1R1_HUMAN,1.4646682670034443,
Cancer,2.0,,ACH-000366,IL1R1_HUMAN,0.0426443374084937,
Cancer,2.0,,ACH-001526,IL1R1_HUMAN,6.080018029089175,
Cancer,2.0,,ACH-000064,IL1R1_HUMAN,2.1243281350022016,
Cancer,2.0,,ACH-001329,IL1R1_HUMAN,2.8579809951275723,
Cancer,2.0,,ACH-000418,IL1R1_HUMAN,4.501439145158873,
Cancer,2.0,,ACH-001280,IL1R1_HUMAN,0.4436066514756146,
Cancer,2.0,,ACH-000861,IL1R1_HUMAN,4.1586601753464985,
Cancer,2.0,,ACH-000692,IL1R1_HUMAN,4.157852169141737,
Cancer,2.0,,ACH-000107,IL1R1_HUMAN,1.3895668117627256,
Cancer,2.0,,ACH-000133,IL1R1_HUMAN,3.7037651787934096,
Cancer,2.0,,ACH-000306,IL1R1_HUMAN,4.774523529590232,
Cancer,2.0,,ACH-001530,IL1R1_HUMAN,3.854993016757,
Cancer,2.0,,ACH-000651,IL1R1_HUMAN,0.1763227726404629,
Cancer,2.0,,ACH-000563,IL1R1_HUMAN,0.9855004303048848,
Cancer,2.0,,ACH-000058,IL1R1_HUMAN,6.376602951924786,
Cancer,2.0,,ACH-000345,IL1R1_HUMAN,0.4646682670034443,
Cancer,2.0,,ACH-000316,IL1R1_HUMAN,4.605257262939004,
Cancer,2.0,,ACH-000884,IL1R1_HUMAN,0.2986583155645151,
Cancer,2.0,,ACH-000289,IL1R1_HUMAN,2.4276061727818994,
Cancer,2.0,,ACH-001451,IL1R1_HUMAN,3.430285272977781,
Cancer,2.0,,ACH-000355,IL1R1_HUMAN,0.0285691521967709,
Cancer,2.0,,ACH-000962,IL1R1_HUMAN,2.0669502439246266,
Cancer,2.0,,ACH-000473,IL1R1_HUMAN,0.5945485495503542,
Cancer,2.0,,ACH-000192,IL1R1_HUMAN,6.50747752951693,
Cancer,2.0,,ACH-001624,IL1R1_HUMAN,1.1763227726404628,
Cancer,2.0,,ACH-001807,IL1R1_HUMAN,5.432625411432297,
Cancer,2.0,,ACH-002466,IL1R1_HUMAN,0.8073549220576041,
Cancer,2.0,,ACH-001344,IL1R1_HUMAN,7.526929538225988,
Cancer,2.0,,ACH-000757,IL1R1_HUMAN,1.3448284969974411,
Cancer,2.0,,ACH-000054,IL1R1_HUMAN,0.8718436485093178,
Cancer,2.0,,ACH-001318,IL1R1_HUMAN,4.57228336665041,
Cancer,2.0,,ACH-000601,IL1R1_HUMAN,4.608809242675524,
Cancer,2.0,,ACH-000635,IL1R1_HUMAN,6.323910438019789,
Cancer,2.0,,ACH-001857,IL1R1_HUMAN,3.927896453728821,
Cancer,2.0,,ACH-000966,IL1R1_HUMAN,2.111031312388744,
Cancer,2.0,,ACH-000630,IL1R1_HUMAN,5.77162151792327,
Cancer,2.0,,ACH-000225,IL1R1_HUMAN,0.1763227726404629,
Cancer,2.0,,ACH-000657,IL1R1_HUMAN,0.5459683691052926,
Cancer,2.0,,ACH-000624,IL1R1_HUMAN,0.5753123306874368,
Cancer,2.0,,ACH-000699,IL1R1_HUMAN,4.802710219291343,
Cancer,2.0,,ACH-000923,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-000687,IL1R1_HUMAN,0.1505596765753814,
Cancer,2.0,,ACH-000044,IL1R1_HUMAN,5.882398504053875,
Cancer,2.0,,ACH-000740,IL1R1_HUMAN,2.587364990936461,
Cancer,2.0,,ACH-000447,IL1R1_HUMAN,4.503984703897613,
Cancer,2.0,,ACH-001416,IL1R1_HUMAN,3.132576842670008,
Cancer,2.0,,ACH-000319,IL1R1_HUMAN,2.671293372481576,
Cancer,2.0,,ACH-000198,IL1R1_HUMAN,0.070389327891398,
Cancer,2.0,,ACH-000280,IL1R1_HUMAN,2.316145742293356,
Cancer,2.0,,ACH-000104,IL1R1_HUMAN,0.0976107966264223,
Cancer,2.0,,ACH-001835,IL1R1_HUMAN,4.197708157955851,
Cancer,2.0,,ACH-000892,IL1R1_HUMAN,3.241840183564671,
Cancer,2.0,,ACH-000493,IL1R1_HUMAN,4.05484847699562,
Cancer,2.0,,ACH-000042,IL1R1_HUMAN,1.1309308698264486,
Cancer,2.0,,ACH-002045,IL1R1_HUMAN,1.0214797274104517,
Cancer,2.0,,ACH-000221,IL1R1_HUMAN,0.5945485495503542,
Cancer,2.0,,ACH-000093,IL1R1_HUMAN,1.6088092426755238,
Cancer,2.0,,ACH-000477,IL1R1_HUMAN,1.922197848396367,
Cancer,2.0,,ACH-000746,IL1R1_HUMAN,2.1667154449664223,
Cancer,2.0,,ACH-000356,IL1R1_HUMAN,0.4329594072761063,
Cancer,2.0,,ACH-000457,IL1R1_HUMAN,2.673556423990145,
Cancer,2.0,,ACH-000904,IL1R1_HUMAN,0.1243281350022017,
Cancer,2.0,,ACH-000244,IL1R1_HUMAN,4.643856189774724,
Cancer,2.0,,ACH-000610,IL1R1_HUMAN,0.0285691521967709,
Cancer,2.0,,ACH-000081,IL1R1_HUMAN,0.1505596765753814,
Cancer,2.0,,ACH-000255,IL1R1_HUMAN,3.889473542531109,
Cancer,2.0,,ACH-001038,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-000352,IL1R1_HUMAN,0.5360529002402097,
Cancer,2.0,,ACH-002016,IL1R1_HUMAN,2.606442228131608,
Cancer,2.0,,ACH-000416,IL1R1_HUMAN,3.3909427728025427,
Cancer,2.0,,ACH-000752,IL1R1_HUMAN,4.977279923499917,
Cancer,2.0,,ACH-000862,IL1R1_HUMAN,2.845991770664573,
Cancer,2.0,,ACH-000236,IL1R1_HUMAN,0.1890338243900171,
Cancer,2.0,,ACH-000401,IL1R1_HUMAN,2.16349873228288,
Cancer,2.0,,ACH-000731,IL1R1_HUMAN,4.07724299893246,
Cancer,2.0,,ACH-000875,IL1R1_HUMAN,2.0,
Cancer,2.0,,ACH-000626,IL1R1_HUMAN,0.3219280948873623,
Cancer,2.0,,ACH-000593,IL1R1_HUMAN,0.3334237337251918,
Cancer,2.0,,ACH-000182,IL1R1_HUMAN,3.319039815562536,
Cancer,2.0,,ACH-000442,IL1R1_HUMAN,3.0426443374084937,
Cancer,2.0,,ACH-000159,IL1R1_HUMAN,4.739308070860385,
Cancer,2.0,,ACH-000907,IL1R1_HUMAN,3.974529312483882,
Cancer,2.0,,ACH-000191,IL1R1_HUMAN,3.606442228131608,
Cancer,2.0,,ACH-000205,IL1R1_HUMAN,1.3045110418099528,
Cancer,2.0,,ACH-000103,IL1R1_HUMAN,4.7755773609306535,
Cancer,2.0,,ACH-000739,IL1R1_HUMAN,4.33199177823206,
Cancer,2.0,,ACH-001558,IL1R1_HUMAN,2.5801454844233804,
Cancer,2.0,,ACH-000206,IL1R1_HUMAN,0.0,
Cancer,2.0,,ACH-000841,IL1R1_HUMAN,3.1731274334806563,
Cancer,2.0,,ACH-000615,IL1R1_HUMAN,0.5655971758542251,
Cancer,2.0,,ACH-001613,IL1R1_HUMAN,0.1505596765753814,
Cancer,2.0,,ACH-001608,IL1R1_HUMAN,4.1034976397033365,
Cancer,2.0,,ACH-000801,IL1R1_HUMAN,0.6040713236688608,
Cancer,2.0,,ACH-000539,IL1R1_HUMAN,5.053980168187652,
Cancer,2.0,,ACH-000464,IL1R1_HUMAN,3.689299160535892,
Cancer,2.0,,ACH-000622,IL1R1_HUMAN,0.6507645591169022,
Cancer,2.0,,ACH-000452,IL1R1_HUMAN,2.104336659814736,
