Dataset type,RNA dataset num.,Prot. count dataset num.,Cell,Gene,Log2 TPM,Log10 Prot. count
Cancer,2.0,,ACH-000268,IL1R1_HUMAN,0.0426443374084937,
Cancer,2.0,,ACH-000119,IL1R1_HUMAN,4.207111961207714,
Cancer,2.0,,ACH-000379,IL1R1_HUMAN,5.22380865860602,
Cancer,2.0,,ACH-001341,IL1R1_HUMAN,3.861955364144869,
Cancer,2.0,,ACH-000714,IL1R1_HUMAN,0.0565835283663675,
Cancer,2.0,,ACH-000937,IL1R1_HUMAN,0.1243281350022017,
Cancer,2.0,,ACH-000763,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-001673,IL1R1_HUMAN,2.521050736900963,
Cancer,2.0,,ACH-000326,IL1R1_HUMAN,0.1763227726404629,
Cancer,2.0,,ACH-000300,IL1R1_HUMAN,1.989139007368233,
Cancer,2.0,,ACH-000901,IL1R1_HUMAN,3.5619370596224327,
Cancer,2.0,,ACH-000816,IL1R1_HUMAN,0.0426443374084937,
Cancer,2.0,,ACH-000641,IL1R1_HUMAN,0.0565835283663675,
Cancer,2.0,,ACH-000511,IL1R1_HUMAN,2.778208576398088,
Cancer,2.0,,ACH-000583,IL1R1_HUMAN,0.6959938131099002,
Cancer,2.0,,ACH-000836,IL1R1_HUMAN,1.1953475983222193,
Cancer,2.0,,ACH-000975,IL1R1_HUMAN,4.1026581313637385,
Cancer,2.0,,ACH-000109,IL1R1_HUMAN,5.683977106975602,
Cancer,2.0,,ACH-000467,IL1R1_HUMAN,0.1763227726404629,
Cancer,2.0,,ACH-000712,IL1R1_HUMAN,0.0426443374084937,
Cancer,2.0,,ACH-000671,IL1R1_HUMAN,3.1292830169449664,
Cancer,2.0,,ACH-000523,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-000864,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-000726,IL1R1_HUMAN,1.2265085298086795,
Cancer,2.0,,ACH-000136,IL1R1_HUMAN,0.0426443374084937,
Cancer,2.0,,ACH-002067,IL1R1_HUMAN,3.3701642805402097,
Cancer,2.0,,ACH-000440,IL1R1_HUMAN,0.0426443374084937,
Cancer,2.0,,ACH-001461,IL1R1_HUMAN,0.1243281350022017,
Cancer,2.0,,ACH-000890,IL1R1_HUMAN,1.3448284969974411,
Cancer,2.0,,ACH-001692,IL1R1_HUMAN,2.5310694927259543,
Cancer,2.0,,ACH-000027,IL1R1_HUMAN,4.460087240116833,
Cancer,2.0,,ACH-000562,IL1R1_HUMAN,1.8237493603082728,
Cancer,2.0,,ACH-000748,IL1R1_HUMAN,4.104336659814735,
Cancer,2.0,,ACH-001669,IL1R1_HUMAN,0.0976107966264223,
Cancer,2.0,,ACH-000834,IL1R1_HUMAN,2.613531652917927,
Cancer,2.0,,ACH-000565,IL1R1_HUMAN,0.2750070474998698,
Cancer,2.0,,ACH-000449,IL1R1_HUMAN,2.881664619320345,
Cancer,2.0,,ACH-000399,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-002080,IL1R1_HUMAN,0.4436066514756146,
Cancer,2.0,,ACH-000770,IL1R1_HUMAN,0.3334237337251918,
Cancer,2.0,,ACH-000710,IL1R1_HUMAN,0.0976107966264223,
Cancer,2.0,,ACH-000507,IL1R1_HUMAN,5.559797695754872,
Cancer,2.0,,ACH-000066,IL1R1_HUMAN,2.883620816285671,
Cancer,2.0,,ACH-000022,IL1R1_HUMAN,0.0426443374084937,
Cancer,2.0,,ACH-001668,IL1R1_HUMAN,0.1763227726404629,
Cancer,2.0,,ACH-000334,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-000374,IL1R1_HUMAN,2.469885976274464,
Cancer,2.0,,ACH-000519,IL1R1_HUMAN,2.4276061727818994,
Cancer,2.0,,ACH-000908,IL1R1_HUMAN,0.1243281350022017,
Cancer,2.0,,ACH-002003,IL1R1_HUMAN,0.1763227726404629,
Cancer,2.0,,ACH-000574,IL1R1_HUMAN,6.058532970201611,
Cancer,2.0,,ACH-000148,IL1R1_HUMAN,4.887525270741588,
Cancer,2.0,,ACH-002461,IL1R1_HUMAN,2.6870606883398924,
Cancer,2.0,,ACH-000646,IL1R1_HUMAN,0.2750070474998698,
Cancer,2.0,,ACH-000314,IL1R1_HUMAN,4.388878338811989,
Cancer,2.0,,ACH-000040,IL1R1_HUMAN,4.655924213083815,
Cancer,2.0,,ACH-001057,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-000430,IL1R1_HUMAN,0.137503523749935,
Cancer,2.0,,ACH-001041,IL1R1_HUMAN,0.9560566524124028,
Cancer,2.0,,ACH-001977,IL1R1_HUMAN,0.963474123974886,
Cancer,2.0,,ACH-000370,IL1R1_HUMAN,3.2234225499349374,
Cancer,2.0,,ACH-001630,IL1R1_HUMAN,1.560714954474479,
Cancer,2.0,,ACH-000437,IL1R1_HUMAN,5.497931651896279,
Cancer,2.0,,ACH-000498,IL1R1_HUMAN,0.879705766282288,
Cancer,2.0,,ACH-001392,IL1R1_HUMAN,1.7004397181410922,
Cancer,2.0,,ACH-000503,IL1R1_HUMAN,2.794935662803536,
Cancer,2.0,,ACH-000328,IL1R1_HUMAN,3.0531113364595623,
Cancer,2.0,,ACH-000403,IL1R1_HUMAN,0.9486008474933558,
Cancer,2.0,,ACH-000400,IL1R1_HUMAN,0.9107326619029126,
Cancer,2.0,,ACH-000224,IL1R1_HUMAN,4.969933274697856,
Cancer,2.0,,ACH-000318,IL1R1_HUMAN,3.2203299548795554,
Cancer,2.0,,ACH-001430,IL1R1_HUMAN,0.1763227726404629,
Cancer,2.0,,ACH-000928,IL1R1_HUMAN,6.525129251203973,
Cancer,2.0,,ACH-000893,IL1R1_HUMAN,4.169925001442312,
Cancer,2.0,,ACH-000889,IL1R1_HUMAN,0.0426443374084937,
Cancer,2.0,,ACH-000799,IL1R1_HUMAN,1.6507645591169022,
Cancer,2.0,,ACH-001623,IL1R1_HUMAN,4.698218478224414,
Cancer,2.0,,ACH-000736,IL1R1_HUMAN,1.7782085763980875,
Cancer,2.0,,ACH-000876,IL1R1_HUMAN,3.261530815243406,
Cancer,2.0,,ACH-001232,IL1R1_HUMAN,4.630521963471638,
Cancer,2.0,,ACH-001618,IL1R1_HUMAN,0.0565835283663675,
Cancer,2.0,,ACH-000235,IL1R1_HUMAN,0.7570232465074596,
Cancer,2.0,,ACH-000381,IL1R1_HUMAN,0.1505596765753814,
Cancer,2.0,,ACH-001993,IL1R1_HUMAN,1.3103401206121503,
Cancer,2.0,,ACH-001301,IL1R1_HUMAN,0.1243281350022017,
Cancer,2.0,,ACH-000854,IL1R1_HUMAN,0.0426443374084937,
Cancer,2.0,,ACH-000187,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-000543,IL1R1_HUMAN,5.02768487693716,
Cancer,2.0,,ACH-000569,IL1R1_HUMAN,1.565597175854225,
Cancer,2.0,,ACH-000668,IL1R1_HUMAN,5.10055722078293,
Cancer,2.0,,ACH-000134,IL1R1_HUMAN,4.751142324726947,
Cancer,2.0,,ACH-000924,IL1R1_HUMAN,2.5360529002402097,
Cancer,2.0,,ACH-001450,IL1R1_HUMAN,0.0565835283663675,
Cancer,2.0,,ACH-000296,IL1R1_HUMAN,4.097610796626422,
Cancer,2.0,,ACH-000713,IL1R1_HUMAN,4.748461233004035,
Cancer,2.0,,ACH-001360,IL1R1_HUMAN,0.0285691521967709,
Cancer,2.0,,ACH-000273,IL1R1_HUMAN,4.37016428054021,
Cancer,2.0,,ACH-001715,IL1R1_HUMAN,5.189824558880018,
Cancer,2.0,,ACH-001617,IL1R1_HUMAN,0.0,
Cancer,2.0,,ACH-000639,IL1R1_HUMAN,0.1243281350022017,
Cancer,2.0,,ACH-000590,IL1R1_HUMAN,2.028569152196771,
Cancer,2.0,,ACH-000553,IL1R1_HUMAN,1.2448870591235344,
Cancer,2.0,,ACH-000084,IL1R1_HUMAN,0.2016338611696504,
Cancer,2.0,,ACH-000094,IL1R1_HUMAN,0.5753123306874368,
Cancer,2.0,,ACH-000361,IL1R1_HUMAN,2.3362833878644325,
Cancer,2.0,,ACH-000719,IL1R1_HUMAN,1.8439838440483265,
Cancer,2.0,,ACH-001396,IL1R1_HUMAN,0.2630344058337938,
Cancer,2.0,,ACH-001848,IL1R1_HUMAN,2.3476656563009706,
Cancer,2.0,,ACH-000339,IL1R1_HUMAN,3.00539998774259,
Cancer,2.0,,ACH-002048,IL1R1_HUMAN,0.3103401206121505,
Cancer,2.0,,ACH-000218,IL1R1_HUMAN,0.2750070474998698,
Cancer,2.0,,ACH-000789,IL1R1_HUMAN,0.1110313123887439,
Cancer,2.0,,ACH-000413,IL1R1_HUMAN,4.710393192170516,
Cancer,2.0,,ACH-000125,IL1R1_HUMAN,5.674969030624974,
Cancer,2.0,,ACH-000180,IL1R1_HUMAN,5.219555769166913,
Cancer,2.0,,ACH-000215,IL1R1_HUMAN,5.177120502846516,
Cancer,2.0,,ACH-001001,IL1R1_HUMAN,0.3785116232537298,
Cancer,2.0,,ACH-000407,IL1R1_HUMAN,2.983677694698067,
Cancer,2.0,,ACH-002027,IL1R1_HUMAN,0.0976107966264223,
Cancer,2.0,,ACH-001132,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-001278,IL1R1_HUMAN,0.4436066514756146,
Cancer,2.0,,ACH-000032,IL1R1_HUMAN,0.0840642647884745,
Cancer,2.0,,ACH-001419,IL1R1_HUMAN,3.14893410452634,
Cancer,2.0,,ACH-000494,IL1R1_HUMAN,5.403608583543695,
Cancer,2.0,,ACH-000865,IL1R1_HUMAN,0.1505596765753814,
Cancer,2.0,,ACH-000439,IL1R1_HUMAN,0.0840642647884745,
Cancer,2.0,,ACH-001523,IL1R1_HUMAN,3.023255352300303,
Cancer,2.0,,ACH-000024,IL1R1_HUMAN,0.0976107966264223,
Cancer,2.0,,ACH-000674,IL1R1_HUMAN,0.3448284969974411,
Cancer,2.0,,ACH-000670,IL1R1_HUMAN,0.7398481026993274,
Cancer,2.0,,ACH-000599,IL1R1_HUMAN,0.3103401206121505,
Cancer,2.0,,ACH-000263,IL1R1_HUMAN,0.1243281350022017,
Cancer,2.0,,ACH-000303,IL1R1_HUMAN,0.3103401206121505,
Cancer,2.0,,ACH-001551,IL1R1_HUMAN,3.033863451866284,
Cancer,2.0,,ACH-000793,IL1R1_HUMAN,0.1505596765753814,
Cancer,2.0,,ACH-002511,IL1R1_HUMAN,2.007195501404204,
Cancer,2.0,,ACH-000286,IL1R1_HUMAN,0.7398481026993274,
Cancer,2.0,,ACH-000250,IL1R1_HUMAN,3.305970520984386,
Cancer,2.0,,ACH-000299,IL1R1_HUMAN,0.4541758931858021,
Cancer,2.0,,ACH-000139,IL1R1_HUMAN,1.0772429989324606,
Cancer,2.0,,ACH-001735,IL1R1_HUMAN,0.5360529002402097,
Cancer,2.0,,ACH-001389,IL1R1_HUMAN,5.594548549550354,
Cancer,2.0,,ACH-001183,IL1R1_HUMAN,0.5849625007211562,
Cancer,2.0,,ACH-000551,IL1R1_HUMAN,3.234194722953812,
Cancer,2.0,,ACH-001163,IL1R1_HUMAN,3.843983844048328,
Cancer,2.0,,ACH-000037,IL1R1_HUMAN,4.599317793698226,
Cancer,2.0,,ACH-000744,IL1R1_HUMAN,2.6484654430273142,
Cancer,2.0,,ACH-000420,IL1R1_HUMAN,0.1634987322828795,
Cancer,2.0,,ACH-000336,IL1R1_HUMAN,0.3448284969974411,
Cancer,2.0,,ACH-000486,IL1R1_HUMAN,1.6644828403646823,
Cancer,2.0,,ACH-000679,IL1R1_HUMAN,1.541019153133559,
Cancer,2.0,,ACH-001557,IL1R1_HUMAN,2.513490745588118,
Cancer,2.0,,ACH-000247,IL1R1_HUMAN,2.1538053360790355,
Cancer,2.0,,ACH-000947,IL1R1_HUMAN,1.3045110418099528,
Cancer,2.0,,ACH-000807,IL1R1_HUMAN,0.9927684307689242,
Cancer,2.0,,ACH-000476,IL1R1_HUMAN,3.807354922057604,
Cancer,2.0,,ACH-000525,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-001148,IL1R1_HUMAN,1.0426443374084935,
Cancer,2.0,,ACH-000853,IL1R1_HUMAN,0.2387868595871164,
Cancer,2.0,,ACH-000083,IL1R1_HUMAN,4.072105800480419,
Cancer,2.0,,ACH-000479,IL1R1_HUMAN,3.092545741543565,
Cancer,2.0,,ACH-000230,IL1R1_HUMAN,3.760220946466509,
Cancer,2.0,,ACH-001664,IL1R1_HUMAN,1.232660756790275,
Cancer,2.0,,ACH-000955,IL1R1_HUMAN,1.4646682670034443,
Cancer,2.0,,ACH-000049,IL1R1_HUMAN,1.7484612330040354,
Cancer,2.0,,ACH-000675,IL1R1_HUMAN,4.496973580998276,
Cancer,2.0,,ACH-000199,IL1R1_HUMAN,3.959770155211468,
Cancer,2.0,,ACH-000193,IL1R1_HUMAN,0.1505596765753814,
Cancer,2.0,,ACH-000538,IL1R1_HUMAN,0.4646682670034443,
Cancer,2.0,,ACH-001647,IL1R1_HUMAN,0.6959938131099002,
Cancer,2.0,,ACH-001649,IL1R1_HUMAN,2.6322682154995127,
Cancer,2.0,,ACH-000155,IL1R1_HUMAN,1.097610796626422,
Cancer,2.0,,ACH-000270,IL1R1_HUMAN,2.097610796626422,
Cancer,2.0,,ACH-000683,IL1R1_HUMAN,0.6599245584023783,
Cancer,2.0,,ACH-002017,IL1R1_HUMAN,0.0,
Cancer,2.0,,ACH-000655,IL1R1_HUMAN,2.192194165283345,
Cancer,2.0,,ACH-000145,IL1R1_HUMAN,2.729008870337863,
Cancer,2.0,,ACH-001495,IL1R1_HUMAN,5.589463892956097,
Cancer,2.0,,ACH-000188,IL1R1_HUMAN,1.7048719644563528,
Cancer,2.0,,ACH-000080,IL1R1_HUMAN,0.5655971758542251,
Cancer,2.0,,ACH-000146,IL1R1_HUMAN,1.232660756790275,
Cancer,2.0,,ACH-000415,IL1R1_HUMAN,2.114367024952,
Cancer,2.0,,ACH-001518,IL1R1_HUMAN,2.4620523187964327,
Cancer,2.0,,ACH-000891,IL1R1_HUMAN,2.2600256559614555,
Cancer,2.0,,ACH-001625,IL1R1_HUMAN,1.0071955014042038,
Cancer,2.0,,ACH-000895,IL1R1_HUMAN,0.7311832415722002,
Cancer,2.0,,ACH-000851,IL1R1_HUMAN,2.292781749227846,
Cancer,2.0,,ACH-000824,IL1R1_HUMAN,1.752748591407134,
Cancer,2.0,,ACH-000506,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-000540,IL1R1_HUMAN,5.994805976084931,
Cancer,2.0,,ACH-000061,IL1R1_HUMAN,0.0840642647884745,
Cancer,2.0,,ACH-000185,IL1R1_HUMAN,4.8494989317201815,
Cancer,2.0,,ACH-000568,IL1R1_HUMAN,5.718361626138354,
Cancer,2.0,,ACH-000707,IL1R1_HUMAN,0.0840642647884745,
Cancer,2.0,,ACH-000603,IL1R1_HUMAN,0.6415460290875237,
Cancer,2.0,,ACH-000983,IL1R1_HUMAN,0.2016338611696504,
Cancer,2.0,,ACH-000541,IL1R1_HUMAN,0.0976107966264223,
Cancer,2.0,,ACH-000680,IL1R1_HUMAN,1.0426443374084935,
Cancer,2.0,,ACH-002460,IL1R1_HUMAN,2.5058909297299574,
Cancer,2.0,,ACH-000111,IL1R1_HUMAN,2.1538053360790355,
Cancer,2.0,,ACH-002463,IL1R1_HUMAN,1.3334237337251915,
Cancer,2.0,,ACH-000369,IL1R1_HUMAN,1.3161457422933562,
Cancer,2.0,,ACH-000618,IL1R1_HUMAN,2.032100843167024,
Cancer,2.0,,ACH-000470,IL1R1_HUMAN,0.4956951626240688,
Cancer,2.0,,ACH-002039,IL1R1_HUMAN,0.6959938131099002,
Cancer,2.0,,ACH-000118,IL1R1_HUMAN,1.7782085763980875,
Cancer,2.0,,ACH-000614,IL1R1_HUMAN,1.0071955014042038,
Cancer,2.0,,ACH-001338,IL1R1_HUMAN,0.0,
Cancer,2.0,,ACH-000432,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-000556,IL1R1_HUMAN,3.700439718141092,
Cancer,2.0,,ACH-001804,IL1R1_HUMAN,6.259649120649155,
Cancer,2.0,,ACH-001386,IL1R1_HUMAN,0.0,
Cancer,2.0,,ACH-001060,IL1R1_HUMAN,0.0565835283663675,
Cancer,2.0,,ACH-001525,IL1R1_HUMAN,1.765534746362977,
Cancer,2.0,,ACH-001539,IL1R1_HUMAN,0.0,
Cancer,2.0,,ACH-000014,IL1R1_HUMAN,2.5160151470036647,
Cancer,2.0,,ACH-000637,IL1R1_HUMAN,0.7398481026993274,
Cancer,2.0,,ACH-000455,IL1R1_HUMAN,1.859969548221026,
Cancer,2.0,,ACH-000389,IL1R1_HUMAN,3.9541963103868754,
Cancer,2.0,,ACH-000129,IL1R1_HUMAN,0.7311832415722002,
Cancer,2.0,,ACH-000490,IL1R1_HUMAN,0.4750848829487828,
Cancer,2.0,,ACH-000434,IL1R1_HUMAN,1.063502942306158,
Cancer,2.0,,ACH-002042,IL1R1_HUMAN,0.5655971758542251,
Cancer,2.0,,ACH-000597,IL1R1_HUMAN,0.4854268271702416,
Cancer,2.0,,ACH-000756,IL1R1_HUMAN,4.018812185742817,
Cancer,2.0,,ACH-000396,IL1R1_HUMAN,2.1243281350022016,
Cancer,2.0,,ACH-000089,IL1R1_HUMAN,0.6229303509201767,
Cancer,2.0,,ACH-000371,IL1R1_HUMAN,0.0285691521967709,
Cancer,2.0,,ACH-000265,IL1R1_HUMAN,2.353323291162897,
Cancer,2.0,,ACH-000132,IL1R1_HUMAN,4.112700132749362,
Cancer,2.0,,ACH-000216,IL1R1_HUMAN,1.8718436485093173,
Cancer,2.0,,ACH-000613,IL1R1_HUMAN,0.3561438102252753,
Cancer,2.0,,ACH-000855,IL1R1_HUMAN,0.2509615735332188,
Cancer,2.0,,ACH-000906,IL1R1_HUMAN,0.411426245726465,
Cancer,2.0,,ACH-000348,IL1R1_HUMAN,4.854494418154875,
Cancer,2.0,,ACH-001100,IL1R1_HUMAN,0.5753123306874368,
Cancer,2.0,,ACH-000238,IL1R1_HUMAN,2.9467308601403097,
Cancer,2.0,,ACH-000237,IL1R1_HUMAN,3.2942531364445142,
Cancer,2.0,,ACH-000393,IL1R1_HUMAN,3.017921907997262,
Cancer,2.0,,ACH-000623,IL1R1_HUMAN,5.072963271555224,
Cancer,2.0,,ACH-000359,IL1R1_HUMAN,2.6507645591169022,
Cancer,2.0,,ACH-001028,IL1R1_HUMAN,0.0,
Cancer,2.0,,ACH-000621,IL1R1_HUMAN,4.484782623077873,
Cancer,2.0,,ACH-001641,IL1R1_HUMAN,0.3103401206121505,
Cancer,2.0,,ACH-000056,IL1R1_HUMAN,0.0840642647884745,
Cancer,2.0,,ACH-000483,IL1R1_HUMAN,2.533563348214512,
Cancer,2.0,,ACH-000514,IL1R1_HUMAN,0.0285691521967709,
Cancer,2.0,,ACH-000051,IL1R1_HUMAN,0.411426245726465,
Cancer,2.0,,ACH-000043,IL1R1_HUMAN,4.628773595201645,
Cancer,2.0,,ACH-000936,IL1R1_HUMAN,2.765534746362977,
Cancer,2.0,,ACH-000716,IL1R1_HUMAN,0.5849625007211562,
Cancer,2.0,,ACH-000988,IL1R1_HUMAN,4.92362461136832,
Cancer,2.0,,ACH-000952,IL1R1_HUMAN,3.887525270741588,
Cancer,2.0,,ACH-000065,IL1R1_HUMAN,0.0565835283663675,
Cancer,2.0,,ACH-000609,IL1R1_HUMAN,4.537917249034082,
Cancer,2.0,,ACH-001411,IL1R1_HUMAN,1.144046369616707,
Cancer,2.0,,ACH-000504,IL1R1_HUMAN,4.185866545311334,
Cancer,2.0,,ACH-000956,IL1R1_HUMAN,2.773996325111173,
Cancer,2.0,,ACH-001712,IL1R1_HUMAN,8.521207816223987,
Cancer,2.0,,ACH-000652,IL1R1_HUMAN,2.104336659814736,
Cancer,2.0,,ACH-000414,IL1R1_HUMAN,4.618238655595454,
Cancer,2.0,,ACH-000472,IL1R1_HUMAN,0.6040713236688608,
Cancer,2.0,,ACH-000007,IL1R1_HUMAN,0.2141248053528473,
Cancer,2.0,,ACH-000446,IL1R1_HUMAN,4.635173946674924,
Cancer,2.0,,ACH-000386,IL1R1_HUMAN,0.3561438102252753,
Cancer,2.0,,ACH-001850,IL1R1_HUMAN,0.0840642647884745,
Cancer,2.0,,ACH-000755,IL1R1_HUMAN,1.6644828403646823,
Cancer,2.0,,ACH-000028,IL1R1_HUMAN,2.625270489374693,
Cancer,2.0,,ACH-000665,IL1R1_HUMAN,2.411426245726465,
Cancer,2.0,,ACH-000078,IL1R1_HUMAN,0.0840642647884745,
Cancer,2.0,,ACH-002046,IL1R1_HUMAN,3.4789718050329426,
Cancer,2.0,,ACH-000397,IL1R1_HUMAN,2.292781749227846,
Cancer,2.0,,ACH-000229,IL1R1_HUMAN,4.79025073883523,
Cancer,2.0,,ACH-000518,IL1R1_HUMAN,4.656496370553495,
Cancer,2.0,,ACH-001566,IL1R1_HUMAN,0.8953026213333066,
Cancer,2.0,,ACH-000252,IL1R1_HUMAN,0.2509615735332188,
Cancer,2.0,,ACH-000572,IL1R1_HUMAN,0.6959938131099002,
Cancer,2.0,,ACH-001605,IL1R1_HUMAN,2.839959587489532,
Cancer,2.0,,ACH-000277,IL1R1_HUMAN,0.3219280948873623,
Cancer,2.0,,ACH-001239,IL1R1_HUMAN,0.3219280948873623,
Cancer,2.0,,ACH-000786,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-000803,IL1R1_HUMAN,0.8237493603082727,
Cancer,2.0,,ACH-001970,IL1R1_HUMAN,0.3219280948873623,
Cancer,2.0,,ACH-002038,IL1R1_HUMAN,1.4276061727818994,
Cancer,2.0,,ACH-000537,IL1R1_HUMAN,4.0900065299038175,
Cancer,2.0,,ACH-000419,IL1R1_HUMAN,0.0565835283663675,
Cancer,2.0,,ACH-000724,IL1R1_HUMAN,1.7782085763980875,
Cancer,2.0,,ACH-000522,IL1R1_HUMAN,1.7484612330040354,
Cancer,2.0,,ACH-001549,IL1R1_HUMAN,0.0,
Cancer,2.0,,ACH-000706,IL1R1_HUMAN,2.4620523187964327,
Cancer,2.0,,ACH-000737,IL1R1_HUMAN,0.7739963251111731,
Cancer,2.0,,ACH-000548,IL1R1_HUMAN,1.0565835283663676,
Cancer,2.0,,ACH-001839,IL1R1_HUMAN,3.232660756790275,
Cancer,2.0,,ACH-001799,IL1R1_HUMAN,4.313245851787562,
Cancer,2.0,,ACH-001573,IL1R1_HUMAN,1.769771739249448,
Cancer,2.0,,ACH-000425,IL1R1_HUMAN,2.526068811667588,
Cancer,2.0,,ACH-000375,IL1R1_HUMAN,1.4698859762744636,
Cancer,2.0,,ACH-000753,IL1R1_HUMAN,0.1110313123887439,
Cancer,2.0,,ACH-000275,IL1R1_HUMAN,4.072963271555224,
Cancer,2.0,,ACH-000735,IL1R1_HUMAN,2.5185351389821804,
Cancer,2.0,,ACH-000654,IL1R1_HUMAN,0.070389327891398,
Cancer,2.0,,ACH-001067,IL1R1_HUMAN,3.995484518877507,
Cancer,2.0,,ACH-000170,IL1R1_HUMAN,2.8155754288625725,
Cancer,2.0,,ACH-001394,IL1R1_HUMAN,3.003602236680196,
Cancer,2.0,,ACH-000404,IL1R1_HUMAN,1.3785116232537298,
Cancer,2.0,,ACH-000882,IL1R1_HUMAN,1.2570106182060237,
Cancer,2.0,,ACH-001509,IL1R1_HUMAN,0.8875252707415875,
Cancer,2.0,,ACH-000210,IL1R1_HUMAN,0.0426443374084937,
Cancer,2.0,,ACH-000254,IL1R1_HUMAN,5.096767854714689,
Cancer,2.0,,ACH-000604,IL1R1_HUMAN,0.5655971758542251,
Cancer,2.0,,ACH-000090,IL1R1_HUMAN,0.6690267655096305,
Cancer,2.0,,ACH-000195,IL1R1_HUMAN,0.3673710656485294,
Cancer,2.0,,ACH-001791,IL1R1_HUMAN,4.205548911173033,
Cancer,2.0,,ACH-001650,IL1R1_HUMAN,2.807354922057604,
Cancer,2.0,,ACH-000605,IL1R1_HUMAN,1.84799690655495,
Cancer,2.0,,ACH-000458,IL1R1_HUMAN,1.3950627995175775,
Cancer,2.0,,ACH-002084,IL1R1_HUMAN,1.2448870591235344,
Cancer,2.0,,ACH-000004,IL1R1_HUMAN,0.1634987322828795,
Cancer,2.0,,ACH-000251,IL1R1_HUMAN,1.6182386555954549,
Cancer,2.0,,ACH-000241,IL1R1_HUMAN,0.411426245726465,
Cancer,2.0,,ACH-001194,IL1R1_HUMAN,5.357552004618084,
Cancer,2.0,,ACH-002055,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-001443,IL1R1_HUMAN,3.140778655782796,
Cancer,2.0,,ACH-000688,IL1R1_HUMAN,3.547203024756932,
Cancer,2.0,,ACH-000405,IL1R1_HUMAN,0.3103401206121505,
Cancer,2.0,,ACH-000821,IL1R1_HUMAN,0.1634987322828795,
Cancer,2.0,,ACH-001677,IL1R1_HUMAN,0.0,
Cancer,2.0,,ACH-001627,IL1R1_HUMAN,1.8155754288625725,
Cancer,2.0,,ACH-000951,IL1R1_HUMAN,2.873813198359087,
Cancer,2.0,,ACH-001036,IL1R1_HUMAN,0.0,
Cancer,2.0,,ACH-000547,IL1R1_HUMAN,2.169925001442312,
Cancer,2.0,,ACH-000826,IL1R1_HUMAN,1.875780063068488,
Cancer,2.0,,ACH-001147,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-000162,IL1R1_HUMAN,0.070389327891398,
Cancer,2.0,,ACH-001751,IL1R1_HUMAN,1.867896463992655,
Cancer,2.0,,ACH-000018,IL1R1_HUMAN,0.3561438102252753,
Cancer,2.0,,ACH-000721,IL1R1_HUMAN,0.0976107966264223,
Cancer,2.0,,ACH-000003,IL1R1_HUMAN,3.298658315564515,
Cancer,2.0,,ACH-000092,IL1R1_HUMAN,3.552131108253784,
Cancer,2.0,,ACH-000669,IL1R1_HUMAN,4.300123724569014,
Cancer,2.0,,ACH-001099,IL1R1_HUMAN,1.1375035237499351,
Cancer,2.0,,ACH-000648,IL1R1_HUMAN,0.4329594072761063,
Cancer,2.0,,ACH-000950,IL1R1_HUMAN,0.933572638261024,
Cancer,2.0,,ACH-000050,IL1R1_HUMAN,0.0840642647884745,
Cancer,2.0,,ACH-001106,IL1R1_HUMAN,0.0565835283663675,
Cancer,2.0,,ACH-000367,IL1R1_HUMAN,1.807354922057604,
Cancer,2.0,,ACH-000589,IL1R1_HUMAN,2.563158130402808,
Cancer,2.0,,ACH-000564,IL1R1_HUMAN,0.0426443374084937,
Cancer,2.0,,ACH-001522,IL1R1_HUMAN,0.7824085649273732,
Cancer,2.0,,ACH-000831,IL1R1_HUMAN,1.875780063068488,
Cancer,2.0,,ACH-000424,IL1R1_HUMAN,0.01435529297707,
Cancer,2.0,,ACH-000409,IL1R1_HUMAN,5.606738317417591,
Cancer,2.0,,ACH-000616,IL1R1_HUMAN,3.834913429701039,
Cancer,2.0,,ACH-000628,IL1R1_HUMAN,3.6915341649192,
Cancer,2.0,,ACH-000512,IL1R1_HUMAN,0.0840642647884745,
Cancer,2.0,,ACH-000820,IL1R1_HUMAN,0.2016338611696504,
Cancer,2.0,,ACH-001295,IL1R1_HUMAN,0.0,
Cancer,2.0,,ACH-001164,IL1R1_HUMAN,3.499527024215096,
Cancer,2.0,,ACH-000806,IL1R1_HUMAN,2.2357270598380583,
Cancer,2.0,,ACH-000645,IL1R1_HUMAN,4.34766565630097,
Cancer,2.0,,ACH-000099,IL1R1_HUMAN,0.0840642647884745,
Cancer,2.0,,ACH-000902,IL1R1_HUMAN,1.6599245584023783,
Cancer,2.0,,ACH-000649,IL1R1_HUMAN,3.448900951145128,
